Id	Description	Name	Title	NpcType	Level	AttackDisType	SkillstrategyIndex	CombatAttrIndex	AttackIntervalTime	ForceId	PathRadius	IsReturnBorn	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	ReviveRate	ReviveTimeBegin_01	ReviveTimeEnd_01	ReviveTimeBegin_02	ReviveTimeEnd_02	DialogID	DialogRadius	DropItemNormalId	FirstDropItemNormalId	DropItemCopyId	IsAttackFly	BelongType	IsImmuneJT	CombatNPC	MissionNpcFlag	Exp	ExpFactor	EnhanceID1	EnhanceID2	EnhanceID3	EnhanceID4	EnhanceID5	EnhanceID6	SilverCoinMin	SilverCoinMax	SilverCoinFactor	GoldCoinRate	GoldCoinDrop	GoldCoinFactor	NpcPaoPaoId	IsCanBeClientSel	IsNoALevelReduc	IsNoPernoctation	IsDisableFaceto	IsCanCatch	CatchFellowId	HuntCollectId	IsCleanLeaveCombat	BornAnimId	BornAnimTime	ScriptID	FinalAttackDrop	ImpactId_01	ImpactId_02	IsDiscareServerLevel	IsLogDropInfo	IsCanRecycle	LifeTime	IsForceUseAdaptAttr	IsUseNavAgent	LeaveCombatImpactId_01	LeaveCombatImpactId_02	IsMissionNPC	HeadInfoHideType	IsHeadBodyLeave
3593	天墟九宫副本-辅宫2-BOSS-简单	火之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3594	天墟九宫副本-辅宫3-BOSS-简单	叶之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3595	天墟九宫副本-辅宫2-篝火-简单	火种	<采集10次，会被火精灵攻击打断>	1	150	0	-1	169	1200	1	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	0	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3596	天墟九宫副本-辅宫2-小怪-简单	火精灵		0	95	1	1	289	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2446	2447	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3597	天墟九宫副本-辅宫3-小怪-简单	小怪兽		0	95	1	1	289	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2446	2447	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3598	天墟九宫副本-主宫-BOSS1-普通	尾火虎		2	191	1	281	2714	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242381	-1	-1	1	1	1	1	0	205627	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	378601	-1	-1	0	0
3599	天墟九宫副本-主宫-BOSS2-普通	毕月乌		2	191	1	287	2720	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242381	-1	-1	1	1	1	1	0	205627	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	878600	0	1	1	-1	0	1	378601	-1	-1	0	0
3600	天墟九宫副本-主宫-BOSS3-普通	房日兔		2	191	1	293	2726	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242381	-1	-1	1	1	1	1	0	205627	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	878600	-1	0	1	1	-1	0	1	378601	-1	-1	0	0
3601	天墟九宫副本-主宫-BOSS4-普通	张月鹿	<无敌状态下需寻找对应颜色机关>	2	191	1	299	2732	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242384	-1	-1	1	1	1	1	0	205627	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	878600	0	1	1	-1	0	1	378601	-1	-1	0	0
3602	天墟九宫副本-主宫-小怪1-普通	山尊		0	191	1	304	2702	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242380	-1	-1	1	1	1	1	0	11424	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3603	天墟九宫副本-主宫-小怪2-普通	毕逋		0	191	1	304	2702	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242380	-1	-1	1	1	1	1	0	11424	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3604	天墟九宫副本-主宫-小怪3-普通	锦蛇		0	191	1	304	2702	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242380	-1	-1	1	1	1	1	0	11424	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3605	天墟九宫副本-主宫-小怪4-普通	幽灯		0	191	1	304	2702	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242380	-1	-1	1	1	1	1	0	11424	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3606	天墟九宫副本-主宫-小怪5-普通	幽灯		0	191	1	304	2702	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242380	-1	-1	1	1	1	1	0	11424	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3607	天墟九宫副本-主宫-小怪6-普通	蜚鹿		0	191	1	304	2702	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242380	-1	-1	1	1	1	1	0	11424	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3608	天墟九宫副本-主宫-阻挡-普通	巨石		1	150	0	-1	2708	1200	1	20	1	0	0	0	1000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	1	-1	0	0	-1	-1	-1	0	0
3609	天墟九宫副本-辅宫1-BOSS-普通	冰之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3610	天墟九宫副本-辅宫2-BOSS-普通	火之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3611	天墟九宫副本-辅宫3-BOSS-普通	叶之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3612	天墟九宫副本-辅宫2-篝火-普通	火种	<采集10次，会被火精灵攻击打断>	1	150	0	-1	169	1200	1	0	1	0	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	1	-1	0	1	-1	-1	-1	0	0
3613	天墟九宫副本-辅宫2-小怪-普通	火精灵		0	95	1	1	289	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2446	2447	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3614	天墟九宫副本-辅宫3-小怪-普通	小怪兽		0	95	1	1	289	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2446	2447	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3615	天墟九宫副本-主宫-BOSS1-困难	尾火虎		2	216	1	282	2715	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242421	-1	-1	1	1	1	1	0	259500	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	378601	-1	-1	0	0
3616	天墟九宫副本-主宫-BOSS2-困难	毕月乌		2	216	1	288	2721	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242421	-1	-1	1	1	1	1	0	259500	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	878600	0	1	1	-1	0	1	378601	-1	-1	0	0
3617	天墟九宫副本-主宫-BOSS3-困难	房日兔		2	216	1	294	2727	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242421	-1	-1	1	1	1	1	0	259500	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	878600	-1	0	1	1	-1	0	1	378601	-1	-1	0	0
3618	天墟九宫副本-主宫-BOSS4-困难	张月鹿	<无敌状态下需寻找对应颜色机关>	2	216	1	300	2733	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242424	-1	-1	1	1	1	1	0	259500	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	878600	0	1	1	-1	0	1	378601	-1	-1	0	0
3619	天墟九宫副本-主宫-小怪1-困难	山尊		0	216	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242420	-1	-1	1	1	1	1	0	14417	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3620	天墟九宫副本-主宫-小怪2-困难	毕逋		0	216	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242420	-1	-1	1	1	1	1	0	14417	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3621	天墟九宫副本-主宫-小怪3-困难	锦蛇		0	216	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242420	-1	-1	1	1	1	1	0	14417	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3622	天墟九宫副本-主宫-小怪4-困难	幽灯		0	216	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242420	-1	-1	1	1	1	1	0	14417	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3623	天墟九宫副本-主宫-小怪5-困难	幽灯		0	216	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242420	-1	-1	1	1	1	1	0	14417	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3624	天墟九宫副本-主宫-小怪6-困难	蜚鹿		0	216	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242420	-1	-1	1	1	1	1	0	14417	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3625	天墟九宫副本-主宫-阻挡-困难	巨石		1	150	0	-1	2709	1200	1	20	1	0	0	0	1000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	1	-1	0	0	-1	-1	-1	0	0
3626	天墟九宫副本-辅宫1-BOSS-困难	冰之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3627	天墟九宫副本-辅宫2-BOSS-困难	火之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3628	天墟九宫副本-辅宫3-BOSS-困难	叶之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3629	天墟九宫副本-辅宫2-篝火-困难	火种	<采集10次，会被火精灵攻击打断>	1	150	0	-1	169	1200	1	0	1	0	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	1	-1	0	1	-1	-1	-1	0	0
3630	天墟九宫副本-辅宫2-小怪-困难	火精灵		0	95	1	1	289	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2446	2447	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3631	天墟九宫副本-辅宫3-小怪-困难	小怪兽		0	95	1	1	289	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2446	2447	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3632	天墟九宫副本-主宫-BOSS1-挑战	尾火虎		2	231	1	283	2716	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242451	-1	-1	1	1	1	1	0	294827	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	378601	-1	-1	0	0
3633	天墟九宫副本-主宫-BOSS2-挑战	毕月乌		2	231	1	289	2722	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242451	-1	-1	1	1	1	1	0	294827	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	878600	0	1	1	-1	0	1	378601	-1	-1	0	0
3634	天墟九宫副本-主宫-BOSS3-挑战	房日兔		2	231	1	295	2728	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242451	-1	-1	1	1	1	1	0	294827	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	878600	-1	0	1	1	-1	0	1	378601	-1	-1	0	0
3635	天墟九宫副本-主宫-BOSS4-挑战	张月鹿	<无敌状态下需寻找对应颜色机关>	2	231	1	301	2734	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242454	-1	-1	1	1	1	1	0	294827	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	878600	0	1	1	-1	0	1	378601	-1	-1	0	0
3636	天墟九宫副本-主宫-小怪1-挑战	山尊		0	231	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242450	-1	-1	1	1	1	1	0	16379	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3637	天墟九宫副本-主宫-小怪2-挑战	毕逋		0	231	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242450	-1	-1	1	1	1	1	0	16379	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3638	天墟九宫副本-主宫-小怪3-挑战	锦蛇		0	231	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242450	-1	-1	1	1	1	1	0	16379	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3639	天墟九宫副本-主宫-小怪4-挑战	幽灯		0	231	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242450	-1	-1	1	1	1	1	0	16379	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3640	天墟九宫副本-主宫-小怪5-挑战	幽灯		0	231	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242450	-1	-1	1	1	1	1	0	16379	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3641	天墟九宫副本-主宫-小怪6-挑战	蜚鹿		0	231	1	304	2703	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242450	-1	-1	1	1	1	1	0	16379	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3642	天墟九宫副本-主宫-阻挡-挑战	巨石		1	150	0	-1	2710	1200	1	20	1	0	0	0	1000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	1	-1	0	0	-1	-1	-1	0	0
3643	天墟九宫副本-辅宫1-BOSS-挑战	冰之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3644	天墟九宫副本-辅宫2-BOSS-挑战	火之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3645	天墟九宫副本-辅宫3-BOSS-挑战	叶之灵女		2	125	1	1	309	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2444	2445	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3646	天墟九宫副本-辅宫2-篝火-挑战	火种	<采集10次，会被火精灵攻击打断>	1	150	0	-1	169	1200	1	0	1	0	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	1	-1	0	1	-1	-1	-1	0	0
3647	天墟九宫副本-辅宫2-小怪-挑战	火精灵		0	95	1	1	289	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2446	2447	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3648	天墟九宫副本-辅宫3-小怪-挑战	小怪兽		0	95	1	1	289	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	2446	2447	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3649	天墟九宫副本-主宫-BOSS1-炼狱	尾火虎		2	241	1	284	2717	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242481	-1	-1	1	1	1	1	0	319627	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	378601	-1	-1	0	0
3650	天墟九宫副本-主宫-BOSS2-炼狱	毕月乌		2	241	1	290	2723	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242481	-1	-1	1	1	1	1	0	319627	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	878600	0	1	1	-1	0	1	378601	-1	-1	0	0
3651	天墟九宫副本-主宫-BOSS3-炼狱	房日兔		2	241	1	296	2729	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242481	-1	-1	1	1	1	1	0	319627	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	878600	-1	0	1	1	-1	0	1	378601	-1	-1	0	0
3652	天墟九宫副本-主宫-BOSS4-炼狱	张月鹿	<无敌状态下需寻找对应颜色机关>	2	241	1	302	2735	1200	3	20	1	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	242484	-1	-1	1	1	1	1	0	319627	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	876502	878600	0	1	1	-1	0	1	378601	-1	-1	0	0
3653	天墟九宫副本-主宫-小怪1-炼狱	山尊		0	241	1	304	2705	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242480	-1	-1	1	1	1	1	0	17757	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3654	天墟九宫副本-主宫-小怪2-炼狱	毕逋		0	241	1	304	2705	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242480	-1	-1	1	1	1	1	0	17757	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3655	天墟九宫副本-主宫-小怪3-炼狱	锦蛇		0	241	1	304	2705	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242480	-1	-1	1	1	1	1	0	17757	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3656	天墟九宫副本-主宫-小怪4-炼狱	幽灯		0	241	1	304	2705	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242480	-1	-1	1	1	1	1	0	17757	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3657	天墟九宫副本-主宫-小怪5-炼狱	幽灯		0	241	1	304	2705	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242480	-1	-1	1	1	1	1	0	17757	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
3658	天墟九宫副本-主宫-小怪6-炼狱	蜚鹿		0	241	1	304	2705	1200	3	20	1	10	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	242480	-1	-1	1	1	1	1	0	17757	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	7	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
